headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords
Trump Tax Returns Undermine His Image as a Successful Entrepreneur,2022-12-30 14:05:07+00:00,The release of former President Donald J. Trump’s private tax documents by the House Ways and Means Committee shows heavy losses from his own ventures as he continued to cash in on inherited assets.,https://www.nytimes.com/2022/12/30/us/politics/trump-tax-returns.html,1713,The release of former President Donald J. Trump’s private tax documents by the House Ways and Means Committee shows heavy losses from his own ventures as he continued to cash in on inherited assets.,Washington,U.S.,Politics,News,"By Jim Tankersley, Susanne Craig and Russ Buettner",
The 2022 High School Yearbook of American Politics,2022-12-30 10:00:05+00:00,"Most egregious nepo couple, most stylish exit, top con man and more.",https://www.nytimes.com/2022/12/30/opinion/kevin-mccarthy-george-santos-donald-trump.html,1382,"Most egregious nepo couple, most stylish exit, top con man and more.",Editorial,Opinion,,Op-Ed,By Michelle Cottle,
Your Friday Briefing,2022-12-30 05:19:54+00:00,Russia has launched still more strikes on Ukrainian infrastructure.,https://www.nytimes.com/2022/12/30/briefing/ukraine-strikes-russia-vivienne-westwood-pele.html,1368,Russia has launched still more strikes on Ukrainian infrastructure.,NYTNow,Briefing,,News,By Natasha Frost,
Your Thursday Evening Briefing,2022-12-29 22:45:01+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2022/12/29/briefing/pele-ukraine-southwest-airlines.html,1290,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,briefing,By Jonathan Wolfe,
Your Friday Briefing: Israel’s New Government,2022-12-29 21:02:22+00:00,"Also, Russia strikes Ukraine, Pelé dies and the week in culture.",https://www.nytimes.com/2022/12/29/briefing/israel-netanyahu-pele-dead.html,1118,"Also, Russia strikes Ukraine, Pelé dies and the week in culture.",NYTNow,Briefing,,briefing,By Amelia Nierenberg,
"After Half a Century, Fauci Prepares for Life After Government",2022-12-29 17:30:04+00:00,"The nation’s top infectious disease expert, whose last day as a federal employee is Saturday, plans to write a memoir and wants to encourage people to go into public service.",https://www.nytimes.com/2022/12/29/us/politics/anthony-fauci-retirement.html,1611,"The nation’s top infectious disease expert, whose last day as a federal employee is Saturday, plans to write a memoir and wants to encourage people to go into public service.",Washington,U.S.,Politics,News,By Sheryl Gay Stolberg,
Personal Stories About Coming Out,2022-12-29 17:23:06+00:00,Readers are moved by a column by Charles Blow and offer their own experiences. Also: Santos’s lies; Covid in China; digital payments; ableist language.,https://www.nytimes.com/2022/12/29/opinion/letters/personal-stories-coming-out.html,1190,Readers are moved by a column by Charles Blow and offer their own experiences. Also: Santos’s lies; Covid in China; digital payments; ableist language.,Letters,Opinion,Letters,Letter,,
Pictures of the Year,2022-12-29 11:51:26+00:00,Some of the most memorable photos published in The Times in 2022.,https://www.nytimes.com/2022/12/29/briefing/pictures-of-the-year.html,1315,Some of the most memorable photos published in The Times in 2022.,NYTNow,Briefing,,briefing,By the staff of The Morning,
Your Thursday Briefing,2022-12-29 05:31:37+00:00,New requirements for passengers coming from China.,https://www.nytimes.com/2022/12/29/briefing/china-covid-passengers-russia-ukraine.html,1401,New requirements for passengers coming from China.,NYTNow,Briefing,,briefing,By Natasha Frost,
Your Tuesday Evening Briefing,2022-11-29 23:00:30+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2022/11/29/briefing/rail-strike-biden-us-world-cup.html,1285,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,briefing,By Matthew Cullen,
Mike Pence Is Having a Moment He Doesn’t Deserve,2022-11-29 10:00:12+00:00,"His memoir, “So Help Me God,” is very illuminating, though not always in the way the former vice president wants it to be. ",https://www.nytimes.com/2022/11/29/opinion/mike-pence-so-help-me-god.html,2751,"His memoir, “So Help Me God,” is very illuminating, though not always in the way the former vice president wants it to be. ",OpEd,Opinion,,Op-Ed,By Carlos Lozada,
Your Tuesday Briefing,2022-11-29 05:54:14+00:00,Ukrainian military officials say Russia is planning more strikes on infrastructure.,https://www.nytimes.com/2022/11/29/briefing/ukraine-attacks-china-protests.html,1413,Ukrainian military officials say Russia is planning more strikes on infrastructure.,NYTNow,Briefing,,briefing,By Natasha Frost,
Pandemic Learning Loss,2022-11-28 11:26:22+00:00,The role remote education played.,https://www.nytimes.com/2022/11/28/briefing/pandemic-learning-loss.html,1485,The role remote education played.,NYTNow,Briefing,,briefing,By Sarah Mervosh,
How to Talk to a Widow,2022-11-27 11:00:05+00:00,"Please, don’t email a widow with sympathy and then just disappear. There is no timetable for our moving on.",https://www.nytimes.com/2022/11/27/opinion/widows-mental-health.html,1399,"Please, don’t email a widow with sympathy and then just disappear. There is no timetable for our moving on.",OpEd,Opinion,,Op-Ed,By Betty Rollin,
"It’s Time, Again, for My Brother Kevin",2022-11-26 14:00:04+00:00,We’re as close as ever but still far apart.,https://www.nytimes.com/2022/11/26/opinion/its-time-again-for-my-brother-kevin.html,802,We’re as close as ever but still far apart.,OpEd,Opinion,,Op-Ed,By Maureen Dowd,
Holiday Rituals,2022-11-26 11:23:57+00:00,"The season is a time of customs, of traditions repeated year after year.",https://www.nytimes.com/2022/11/26/briefing/holiday-rituals.html,1509,"The season is a time of customs, of traditions repeated year after year.",NYTNow,Briefing,,briefing,By Melissa Kirsch,
Your Wednesday Evening Briefing,2022-11-23 22:44:07+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2022/11/23/briefing/virginia-walmart-shooting-mike-pence-testimony.html,1303,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,briefing,By Matthew Cullen,
Your Tuesday Evening Briefing,2022-11-22 22:50:41+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2022/11/22/briefing/supreme-court-trump-taxes-world-cup.html,1299,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,briefing,By Matthew Cullen,
100 Notable Books of 2022,2022-11-22 17:48:17+00:00,"The year’s notable fiction, poetry and nonfiction, selected by the staff of The New York Times Book Review.",https://www.nytimes.com/interactive/2022/11/22/books/notable-books.html,1315,"The year’s notable fiction, poetry and nonfiction, selected by the staff of The New York Times Book Review.",,Books,,Interactive Feature,By The New York Times Books Staff,
"Clinton, Obama and DeSantis Lend Star Power to Tight N.Y. Races",2022-10-30 19:18:06+00:00,"A high-profile display of Republican and Democratic efforts illustrates how many of the state’s races have become unexpectedly close, including the governor’s race.",https://www.nytimes.com/2022/10/30/nyregion/governor-zeldin-hochul.html,1443,"A high-profile display of Republican and Democratic efforts illustrates how many of the state’s races have become unexpectedly close, including the governor’s race.",Metro,New York,,News,By Luis Ferré-Sadurní,
Helping Teens Struggling With Mental Health Issues,2022-10-30 15:20:42+00:00,"“We’ve never needed to learn to listen to young people more than today,” a reader writes. Also: Downwardly mobile in America; the spread of disinformation.",https://www.nytimes.com/2022/10/30/opinion/letters/mental-health-teens.html,1169,"“We’ve never needed to learn to listen to young people more than today,” a reader writes. Also: Downwardly mobile in America; the spread of disinformation.",Letters,Opinion,Letters,Letter,,
Downtown Comebacks,2022-10-30 11:47:37+00:00,The pandemic tested and reshaped the hearts of American cities.,https://www.nytimes.com/2022/10/30/briefing/downtown-america.html,1666,The pandemic tested and reshaped the hearts of American cities.,NYTNow,Briefing,,News,By German Lopez,
Do the Democrats Deserve Re-election?,2022-10-30 09:00:07+00:00,Looking at the midterms as a referendum.,https://www.nytimes.com/2022/10/30/opinion/lets-pretend-for-a-minute-that-theres-just-biden-to-worry-about.html,2005,Looking at the midterms as a referendum.,OpEd,Opinion,,Op-Ed,By Ezra Klein,
Pandemic Learning Loss Is Not an Emergency,2022-10-29 21:10:00+00:00,"In a vacuum, test score declines look like bad news. But none of this happened in a vacuum.",https://www.nytimes.com/2022/10/29/opinion/test-scores-covid-pandemic-learning-loss.html,2162,"In a vacuum, test score declines look like bad news. But none of this happened in a vacuum.",OpEd,Opinion,,Op-Ed,By David Wallace-Wells,
Mental Health in America Today,2022-10-29 15:05:33+00:00,"Readers discuss recovered memories of abuse, community-based care, politics and more.",https://www.nytimes.com/2022/10/29/opinion/letters/mental-health.html,1263,"Readers discuss recovered memories of abuse, community-based care, politics and more.",Letters,Opinion,Letters,Letter,,
Transcript: Ezra Klein Interviews Lynn Vavreck and John Sides,2022-10-28 19:05:16+00:00,"The Oct. 28, 2022 episode of “The Ezra Klein Show”",https://www.nytimes.com/2022/10/28/podcasts/ezra-klein-interviews-lynn-vavreck-and-john-sides.html,15636,"The Oct. 28, 2022 episode of “The Ezra Klein Show”",OpEd,Podcasts,,Op-Ed,,
Precedent? What Precedent? Supreme Court Justices v. Roe,2022-10-28 15:56:02+00:00,The Supreme Court and abortion. Also: Russian polls; envying Britain; right-wing vote activists; employing disabled people; pickleball; doctor-patient etiquette.,https://www.nytimes.com/2022/10/28/opinion/letters/supreme-court-roe-v-wade.html,1063,The Supreme Court and abortion. Also: Russian polls; envying Britain; right-wing vote activists; employing disabled people; pickleball; doctor-patient etiquette.,Letters,Opinion,Letters,Letter,,
Elon Musk Faces Another Big Decision at Twitter,2022-10-28 12:06:38+00:00,"The social network’s new owner has just a few days to determine whether to pay millions to employees, or get rid of them.",https://www.nytimes.com/2022/10/28/business/dealbook/elon-musk-twitter-employee-payouts.html,1803,"The social network’s new owner has just a few days to determine whether to pay millions to employees, or get rid of them.",Business,Business,DealBook,News,"By Andrew Ross Sorkin, Ravi Mattu, Bernhard Warner, Sarah Kessler, Stephen Gandel, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",
Two Futures Face Off in Brazil,2022-10-28 10:00:11+00:00,The fate of democracy is at stake in the nation’s most important election in decades.,https://www.nytimes.com/2022/10/28/podcasts/the-daily/brazil-election-bolsanaro-lula.html,336,The fate of democracy is at stake in the nation’s most important election in decades.,Podcasts,Podcasts,The Daily,News,"By Sabrina Tavernise, Rachelle Bonja, Eric Krupke, Liz O. Baylen, Lisa Chow, Chelsea Daniel, Dan Powell, Marion Lozano and Chris Wood",
15 New Books Coming in October,2022-09-29 09:00:51+00:00,"A deeply reported history of Covid-19; Maggie Haberman’s look at Donald J. Trump; stories by George Saunders, Alan Moore and Samanta Schweblin; and more.",https://www.nytimes.com/2022/09/29/books/october-new-book-list.html,804,"A deeply reported history of Covid-19; Maggie Haberman’s look at Donald J. Trump; stories by George Saunders, Alan Moore and Samanta Schweblin; and more.",Weekend,Books,,News,By Joumana Khatib,
"I Escaped Poverty, but Hunger Still Haunts Me",2022-09-29 09:00:13+00:00,"Food was scarce when I was growing up, so I ate all I could when I had the chance.",https://www.nytimes.com/2022/09/29/opinion/poverty-hunger-bingeing.html,2095,"Food was scarce when I was growing up, so I ate all I could when I had the chance.",OpEd,Opinion,,Op-Ed,By Bertrand Cooper,
The Guardrails,2022-09-29 09:00:11+00:00,A new class of American evangelical leaders is shaking up the Republican Party — and raising the stakes of the midterm elections.,https://www.nytimes.com/2022/09/29/podcasts/run-up-trump-evangelical-republican.html,119,A new class of American evangelical leaders is shaking up the Republican Party — and raising the stakes of the midterm elections.,Podcasts,Podcasts,,News,By ‘The Run-Up’ Team,
An Obama Book That Cuts Obama Out of the Picture,2022-09-28 23:00:05+00:00,,https://www.nytimes.com/2022/09/28/us/politics/pete-souza-obama-book.html,1211,,Politics,U.S.,Politics,News,By Blake Hounshell,
"Primary Care Doctors, Overwhelmed",2022-09-28 17:49:19+00:00,Readers respond to a story about a rural doctor with a heart condition brought on by her work. Also: Italy’s election; the MAGA threat; whales; carriage horses.,https://www.nytimes.com/2022/09/28/opinion/letters/doctors-burnout-stress.html,1105,Readers respond to a story about a rural doctor with a heart condition brought on by her work. Also: Italy’s election; the MAGA threat; whales; carriage horses.,Letters,Opinion,Letters,Letter,,
They Pay $500 a Month for a Loft in Brooklyn,2022-09-28 01:52:14+00:00,A lucky couple lives on the top floor of a building that was once a potato chip factory.,https://www.nytimes.com/2022/09/27/nyregion/500-rent-brooklyn-loft.html,1508,A lucky couple lives on the top floor of a building that was once a potato chip factory.,Metro,New York,,briefing,By James Barron,
"Youngkin Stumps With Kemp in Georgia, Urging Conservatives to Vote",2022-09-28 01:11:44+00:00,Brian Kemp’s re-election campaign has drawn a string of Republicans who have kept Donald Trump at a relative arm’s length.,https://www.nytimes.com/2022/09/27/us/politics/brian-kemp-youngkin-republicans-georgia.html,571,Brian Kemp’s re-election campaign has drawn a string of Republicans who have kept Donald Trump at a relative arm’s length.,National,U.S.,Politics,News,By Maya King,
Liberal Politics Needs a Lifeline. Emotion Could Be it.,2022-09-27 09:00:18+00:00,A Polish historian and journalist says she believes it is time for liberal politicians to lean harder on emotion the way populists have for years.,https://www.nytimes.com/2022/09/27/world/karolina-wigura-liberal-democracy-politics.html,1155,A Polish historian and journalist says she believes it is time for liberal politicians to lean harder on emotion the way populists have for years.,SpecialSections,World,,News,By Farah Nayeri,
"Ban Ki-moon Is Not Leading the U.N. Anymore, but He’s Still Working to Make Change",2022-09-27 09:00:17+00:00,"The former secretary general of the United Nations is striving to knock down barriers, foster friendship among nations, and campaign for peace and conflict resolution.",https://www.nytimes.com/2022/09/27/world/ban-ki-moon-democracy.html,1304,"The former secretary general of the United Nations is striving to knock down barriers, foster friendship among nations, and campaign for peace and conflict resolution.",SpecialSections,World,,News,By Farah Nayeri,
European Political Turmoil Roils Global Markets,2022-09-26 12:06:06+00:00,"Stocks and bonds in Europe and Asia fell on Monday, as did futures in American markets, as developments in Britain and Italy weighed on investors.",https://www.nytimes.com/2022/09/26/business/dealbook/europe-politics-global-stock-bond-sterling-markets.html,1679,"Stocks and bonds in Europe and Asia fell on Monday, as did futures in American markets, as developments in Britain and Italy weighed on investors.",Business,Business,DealBook,News,"By Andrew Ross Sorkin, Bernhard Warner, Vivian Giang, Sarah Kessler, Stephen Gandel, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",
Why Student Debt Relief Isn’t Elitist,2022-08-29 23:00:06+00:00,"No, it isn’t a bailout for slacker baristas.",https://www.nytimes.com/2022/08/29/opinion/student-debt-relief.html,882,"No, it isn’t a bailout for slacker baristas.",OpEd,Opinion,,Op-Ed,By Paul Krugman,
Ron DeSantis’s Florida,2022-08-28 11:26:02+00:00,How the Republican governor is turning the swing state into a right-wing laboratory.,https://www.nytimes.com/2022/08/28/briefing/ron-desantis-florida.html,1630,How the Republican governor is turning the swing state into a right-wing laboratory.,NYTNow,Briefing,,briefing,By German Lopez,
Your Friday Evening Briefing,2022-08-26 21:46:35+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2022/08/26/briefing/affidavit-donald-trump-federal-reserve.html,1275,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,briefing,By Matthew Cullen,
The Two Big Questions About Student Debt Relief,2022-08-25 23:00:05+00:00,"No, helping former students won’t cause inflation to explode.",https://www.nytimes.com/2022/08/25/opinion/student-debt-relief-biden.html,911,"No, helping former students won’t cause inflation to explode.",OpEd,Opinion,,Op-Ed,By Paul Krugman,
Your Thursday Evening Briefing,2022-08-25 22:01:57+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2022/08/25/briefing/trump-affidavit-judge-spider-myths.html,1295,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,briefing,By Matthew Cullen,
How a Corporate Law Firm Led a Political Revolution,2022-08-25 09:00:07+00:00,The untold story of Jones Day’s push to move the American government and courts to the right.,https://www.nytimes.com/2022/08/25/magazine/jones-day-trump.html,7424,The untold story of Jones Day’s push to move the American government and courts to the right.,Magazine,Magazine,,News,By David Enrich,
What Two Primaries Reveal About the Decline of Working-Class Democrats,2022-08-24 22:23:15+00:00,Can Democrats effectively represent radically different constituencies within the party? ,https://www.nytimes.com/2022/08/24/opinion/new-york-primary-nadler-goldman-class.html,1313,Can Democrats effectively represent radically different constituencies within the party? ,OpEd,Opinion,,Op-Ed,By Kim Phillips-Fein,
"When It Comes to Eating Away at Democracy, Trump Is a Winner",2022-08-24 09:00:08+00:00,His drive to undermine faith in elections has proved strikingly successful.,https://www.nytimes.com/2022/08/24/opinion/us-democracy-trump.html,2975,His drive to undermine faith in elections has proved strikingly successful.,OpEd,Opinion,,Op-Ed,By Thomas B. Edsall,
Nadler Swamps Maloney in Primary Face-off of Washington Veterans,2022-08-24 05:37:06+00:00,"Representative Jerrold Nadler handily beat his congressional neighbor Carolyn Maloney, while Pat Ryan, a Democrat, won a closely watched Hudson Valley special election.",https://www.nytimes.com/2022/08/24/nyregion/nadler-swamps-maloney-in-primary-face-off-of-washington-veterans.html,1509,"Representative Jerrold Nadler handily beat his congressional neighbor Carolyn Maloney, while Pat Ryan, a Democrat, won a closely watched Hudson Valley special election.",Metro,New York,,briefing,By James Barron,
Your Wednesday Briefing,2022-08-24 04:29:38+00:00,Ukraine braces for Independence Day.,https://www.nytimes.com/2022/08/24/briefing/ukraine-independence-russia-europe.html,1297,Ukraine braces for Independence Day.,NYTNow,Briefing,,News,By Amelia Nierenberg,
"In Rural America, Covid Hits Black and Hispanic People Hardest",2022-07-28 07:02:33+00:00,"At the peak of the Omicron wave, Covid killed Black Americans in rural areas at a rate roughly 34 percent higher than it did white people.",https://www.nytimes.com/2022/07/28/health/covid-deaths-black-hispanic-rural.html,1761,"At the peak of the Omicron wave, Covid killed Black Americans in rural areas at a rate roughly 34 percent higher than it did white people.",Science,Health,,News,By Benjamin Mueller,
Your Wednesday Evening Briefing,2022-06-29 21:49:27+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2022/06/29/briefing/nato-abortion-tiktok.html,1305,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,briefing,By Remy Tumin,
"As Big Business Is Accused of Becoming ‘Woke,’ Small Business Is Looking to Go Its Own Way",2022-06-29 19:00:06+00:00,There’s now a more conservative alternative to the U.S. Chamber of Commerce.,https://www.nytimes.com/2022/06/29/opinion/chamber-congress-small-business.html,1148,There’s now a more conservative alternative to the U.S. Chamber of Commerce.,OpEd,Opinion,,Op-Ed,By Peter Coy,
The C.E.O. Silence on the Jan. 6 Hearings,2022-06-29 12:53:55+00:00,Some business leaders say they fear retaliation for speaking out. Others point to ‘outrage fatigue.’,https://www.nytimes.com/2022/06/29/business/dealbook/jan-6-trump-business-leaders.html,1796,Some business leaders say they fear retaliation for speaking out. Others point to ‘outrage fatigue.’,Business,Business,DealBook,News,"By Andrew Ross Sorkin, Vivian Giang, Stephen Gandel, Lauren Hirsch, Ephrat Livni, Jenny Gross and David F. Gallagher",
Your Tuesday Evening Briefing,2022-06-28 22:11:57+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2022/06/28/briefing/capitol-riot-migrants-serena-williams.html,1327,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,briefing,By Daniel E. Slotnik and Remy Tumin,
Your Wednesday Briefing: New Jan. 6 Revelations,2022-06-28 20:32:49+00:00,"Donald Trump tried to loosen security before the riot, a former aide testified.",https://www.nytimes.com/2022/06/28/briefing/jan-6-trump-nato-ukraine.html,1290,"Donald Trump tried to loosen security before the riot, a former aide testified.",NYTNow,Briefing,,briefing,By Amelia Nierenberg,
Who’s Profiting From Demand for Plan B?,2022-06-28 12:59:32+00:00,A rush to stock up on emergency contraception could mean huge profits for the investors behind the well-known morning-after pill.,https://www.nytimes.com/2022/06/28/business/dealbook/plan-b-contraception-pills-profit.html,1787,A rush to stock up on emergency contraception could mean huge profits for the investors behind the well-known morning-after pill.,Business,Business,DealBook,News,"By Andrew Ross Sorkin, Vivian Giang, Stephen Gandel, Lauren Hirsch, Ephrat Livni, Jenny Gross, David F. Gallagher and Anna Schaverien",
Past G7 summits have produced some memorable photos.,2022-06-26 14:52:24+00:00,,https://www.nytimes.com/2022/06/26/world/europe/past-g7-summits-have-produced-some-memorable-photos.html,437,,Foreign,World,Europe,News,By Erika Solomon,
Transcript: Ezra Klein Interviews Jamelle Bouie,2022-06-24 17:59:55+00:00,A conversation with New York Times Opinion columnist Jamelle Bouie.,https://www.nytimes.com/2022/06/24/podcasts/transcript-ezra-klein-interviews-jamelle-bouie.html,11462,A conversation with New York Times Opinion columnist Jamelle Bouie.,OpEd,Podcasts,,Op-Ed,,
Buck Ellison’s Great White Society,2022-06-24 14:00:12+00:00,"From the driving range to the dude ranch, an artist stages intimate, alluring portraits of U.S. hegemony from within its walls.",https://www.nytimes.com/2022/06/24/arts/design/buck-ellison-white-men.html,1762,"From the driving range to the dude ranch, an artist stages intimate, alluring portraits of U.S. hegemony from within its walls.",Arts&Leisure,Arts,Art & Design,News,By Travis Diehl,
A New Status Quo,2022-06-24 10:27:29+00:00,The Supreme Court declared that Americans have a broad right to arm themselves in public.,https://www.nytimes.com/2022/06/24/briefing/supreme-court-guns.html,1628,The Supreme Court declared that Americans have a broad right to arm themselves in public.,Express,Briefing,,briefing,By Ian Prasad Philbrick and Matthew Cullen,
Colombia’s Trump May Be Headed for the Presidential Palace,2022-05-30 22:31:37+00:00,"The Colombian establishment is lining up behind Rodolfo Hernández, a populist businessman with an incendiary streak, to defeat the leftist former rebel Gustavo Petro.",https://www.nytimes.com/2022/05/30/world/americas/colombia-presidential-election-hernandez-petro.html,1295,"The Colombian establishment is lining up behind Rodolfo Hernández, a populist businessman with an incendiary streak, to defeat the leftist former rebel Gustavo Petro.",Foreign,World,Americas,News,By Julie Turkewitz,
What to Cook This Week,2022-05-29 15:00:03+00:00,"Make jalapeño grilled pork chops and root beer rickeys for Memorial Day, and walnut picadillo or merguez later in the week.",https://www.nytimes.com/2022/05/29/dining/what-to-cook-this-week.html,612,"Make jalapeño grilled pork chops and root beer rickeys for Memorial Day, and walnut picadillo or merguez later in the week.",Dining,Food,,Letter,By Sam Sifton,
Gun in Texas Shooting Came From Company Known for Pushing Boundaries,2022-05-28 14:04:04+00:00,"Daniel Defense, which makes military-style rifles, was an early adopter of direct-to-consumer marketing and has a history of running provocative ads.",https://www.nytimes.com/2022/05/28/business/daniel-defense-rifle-texas-shooting-gun.html,1911,"Daniel Defense, which makes military-style rifles, was an early adopter of direct-to-consumer marketing and has a history of running provocative ads.",Business,Business,,News,By David Yaffe-Bellany and Jessica Silver-Greenberg,
America’s Human Sacrifices,2022-05-28 12:00:06+00:00,Guns don’t kill people. Doors do.,https://www.nytimes.com/2022/05/28/opinion/americas-human-sacrifices.html,1034,Guns don’t kill people. Doors do.,OpEd,Opinion,,Op-Ed,By Maureen Dowd,
Trump’s Primary Losses Puncture His Invincibility,2022-05-28 07:00:06+00:00,"With many of Donald J. Trump’s endorsed candidates falling to defeat in recent primaries, some Republicans see an opening for a post-Trump candidate in 2024.",https://www.nytimes.com/2022/05/28/us/politics/trump-endorsed-candidates-primary-elections.html,1642,"With many of Donald J. Trump’s endorsed candidates falling to defeat in recent primaries, some Republicans see an opening for a post-Trump candidate in 2024.",Politics,U.S.,Politics,News,By Shane Goldmacher and Maggie Haberman,
Your Friday Evening Briefing,2022-05-27 22:45:45+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2022/05/27/briefing/uvalde-india-memorial-day.html,1265,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,News,By Nancy Wartik and Daniel E. Slotnik,
What Dominated the World Economic Forum,2022-05-27 12:53:59+00:00,"Our takeaways from Davos, plus how some influencers hype crypto without disclosing their financial ties.",https://www.nytimes.com/2022/05/27/business/dealbook/davos-world-economic-forum-crypto-promotions.html,1729,"Our takeaways from Davos, plus how some influencers hype crypto without disclosing their financial ties.",Business,Business,DealBook,News,"By Andrew Ross Sorkin, Vivian Giang, Stephen Gandel, Lauren Hirsch, Ephrat Livni and Jenny Gross",
"The New York Times News Quiz, May 27, 2022",2022-05-27 09:00:02+00:00,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,https://www.nytimes.com/interactive/2022/05/27/briefing/news-quiz-georgia-primary-biden-taiwan.html,0,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,,Briefing,,Interactive Feature,,
New York’s Most Generous Tax Break Could Bite the Dust,2022-05-27 05:59:29+00:00,"The State Legislature is unlikely to renew the 421a subsidy, which for decades has benefited nearly every large residential real estate project in the city.",https://www.nytimes.com/2022/05/27/nyregion/421a-tax-break-subsidy-ny.html,1501,"The State Legislature is unlikely to renew the 421a subsidy, which for decades has benefited nearly every large residential real estate project in the city.",Metro,New York,,briefing,By James Barron,
Republican Governors Lose Their Dread of Trump,2022-05-26 23:00:06+00:00,Gov. Brian Kemp of Georgia just crushed a Trump-backed challenger. Many of his counterparts are also in strong political shape. And some are openly opposing their party’s leader.,https://www.nytimes.com/2022/05/26/us/politics/republican-governors-trump-kemp.html,1082,Gov. Brian Kemp of Georgia just crushed a Trump-backed challenger. Many of his counterparts are also in strong political shape. And some are openly opposing their party’s leader.,Politics,U.S.,Politics,News,By Blake Hounshell,
Is the U.S. Economy Headed for a Slowdown?,2022-04-29 12:01:17+00:00,"A shrinking G.D.P., Amazon’s slowing revenue and supply chain woes all point to the economic engine shifting down a gear.",https://www.nytimes.com/2022/04/29/business/dealbook/us-gdp-economy-slowdown.html,1725,"A shrinking G.D.P., Amazon’s slowing revenue and supply chain woes all point to the economic engine shifting down a gear.",Business,Business,DealBook,News,"By Andrew Ross Sorkin, Jason Karaian, Vivian Giang, Stephen Gandel, Lauren Hirsch, Ephrat Livni, Jenny Gross, David F. Gallagher and Anna Schaverien",
Antisemitism Increased Under Trump. Then It Got Even Worse.,2022-04-29 09:00:17+00:00,The worldwide growth of a social crisis.,https://www.nytimes.com/2022/04/29/opinion/antisemitism-post-trump.html,939,The worldwide growth of a social crisis.,OpEd,Opinion,,Op-Ed,By Michelle Goldberg,
"Twitter, Your Bae Is Not OK",2022-04-29 09:00:12+00:00,Perhaps — much as we might not want to admit it — it’s a good match.,https://www.nytimes.com/2022/04/29/opinion/elon-musk-twitter.html,960,Perhaps — much as we might not want to admit it — it’s a good match.,OpEd,Opinion,,Op-Ed,By Amelia Tait,
Seven Lessons Democrats Need to Learn — Fast,2022-04-28 23:00:10+00:00,Retooling the party for an age of disorder.,https://www.nytimes.com/2022/04/28/opinion/seven-lessons-democrats-need-to-learn-fast.html,939,Retooling the party for an age of disorder.,OpEd,Opinion,,Op-Ed,By David Brooks,
Musk Is Already Shaking Up Twitter,2022-04-28 12:32:27+00:00,"He doesn’t own the company yet, but Elon Musk’s criticisms of Twitter executives are making waves.",https://www.nytimes.com/2022/04/28/business/dealbook/musk-twitter.html,1665,"He doesn’t own the company yet, but Elon Musk’s criticisms of Twitter executives are making waves.",Business,Business,DealBook,News,"By Andrew Ross Sorkin, Jason Karaian, Vivian Giang, Stephen Gandel, Lauren Hirsch, Ephrat Livni, David F. Gallagher, Jenny Gross and Anna Schaverien",
14 New Books Coming in May,2022-04-28 09:00:29+00:00,"Novels from Ali Smith, Jean Hanff Korelitz and Mieko Kawakami; a debut Y.A. romance by Casey McQuiston; a sequel to Elif Batuman’s “The Idiot” and much more.",https://www.nytimes.com/2022/04/28/books/new-may-books.html,991,"Novels from Ali Smith, Jean Hanff Korelitz and Mieko Kawakami; a debut Y.A. romance by Casey McQuiston; a sequel to Elif Batuman’s “The Idiot” and much more.",Weekend,Books,,News,By Joumana Khatib,
Jimmy Kimmel: Truth Social Is Not So Different From Twitter,2022-04-28 05:35:47+00:00,"“They will delete your account if you use the platform as a ‘tool for a crime or any unlawful activity,’ like, I don’t know, starting a riot at the Capitol maybe?” Kimmel said.",https://www.nytimes.com/2022/04/28/arts/television/jimmy-kimmel-truth-social-twitter.html,526,"“They will delete your account if you use the platform as a ‘tool for a crime or any unlawful activity,’ like, I don’t know, starting a riot at the Capitol maybe?” Kimmel said.",Culture,Arts,Television,News,By Trish Bendix,
